speaker,dialogue,author,title,comedia
Belisa,"Gentilhombre aragonés, el de la ley del encaje, Juan, por la gracia de Dios, Cardona, por lo picante; si habemos de hablar de veras, si se han de tratar verdades, si descubrirse los pechos, si las almas declararse, diga, rey, si vino aquí su ninfa, que Dios le guarde: aquella a quien solo faltan las alas para ser ángel; aquella que escribe en culto por aquel griego lenguaje que no le supo Castilla ni se le enseñó su madre; aquella, en fin, cuyos ojos llaman a tantos galanes, que es el búho de la corte -¡quiera Dios que se los saquen!- y me dijo que le rompe las puertas con ansias tales y con ruegos tan humildes que de lástima le abre, que se desmaya en su estrado... Ni es mucho que se desmaye, pues llora con bigotera y hace pucheros infantes. ¿Cómo quiere el buen Cardona, y con la boda que añade en este papel su ninfa, que sufra yo que se case? Porque mañana ha de ser; y me pide la ignorante vestidos para la boda mientras los suyos se acaben. Váyase vuesa merced, que ya es de día, a acostarse porque para desposado sin ojeras se levante, y para hacerse la barba, que es capítulo inviolable para ser más mozo el novio, y la señora enrizarse. Y sepa que he sido ejemplo entre mujeres leales, porque la que sale firme es roca al mar, palma al aire. No truje al conde a mi casa, que, ausente yo, pudo entrarse en ella. Si culpa tuvo Celia, entre los dos lo saben. La prueba de estar ausente es haber ido a buscarle y deberme ya dos vidas, que, porque no le matasen, la mía puse a peligro con cuatro espadas delante, con las armas que temieron los que quisieron matarle. ¿Es esto, como presume, echar en la calle amantes? ¿Es esto mudar de fe? ¿Es esto ser inconstante? ¿Es esto tener yo culpa de ausentarse y de casarse? ¿Por mí se vuelve a Aragón, y desde Aragón a Flandes? La joya le di a Lucinda de aquel fénix de diamantes; que para mí mueren fénix, y para Lucinda nacen. ¿No responde?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Juan,Apenas puedo.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Tello,"¿Y tú, no tienes que darme alguna disculpa?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Finea,"Tello, pellejo de zorra traes, con la barbada mesura, con el cansado desaire, que, habiendo sido de Fabia pretensor fregonizante, ¿me pides que dé disculpa?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Tello,¿De Fabia yo?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Finea,¿Pues negarme quieres la verdad?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Tello,¿Yo?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Finea,Sí.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Tello,"Plega a Dios que me desgarre un oso las pantorrillas, o que mi dinero en parte le ponga que esté dudoso, pues hay cofres que le guarden; o que, sacando un vestido, me pida después un sastre más seda y más guarnición; o que por diciembre pase en un rocín sin espuelas por la calle de Getafe, y que de lerdo y mohíno en cada mesón me pare; o que tenga un pleito en quien paciencia y dineros gaste; que es maldición en que todas cuantas tiene el mundo caben.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Juan,"Oh, Belisa ¿qué habrá que no se intente con celos? Yo estoy ya desengañado, si tú lo estás. Su necia envidia aumente amor, que tantas penas te ha costado. La vida, que te debo justamente, mientras viviere me tendrá obligado. Tú, mira cómo quieres y en qué parte pueda, satisfaciéndote, vengarte; que como agora sale el claro día por la boca del sol y va rompiendo la obscura sombra de la noche fría, abriendo flores y cristal luciendo, a tus ojos saldrá la verdad mía, la noche de Lucinda descubriendo; y entonces los regalos, los amores, unos serán cristales y otros flores. ¿Puedo hacer más que pueda tu deseo hacer de mí?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,"Yo quedo satisfecha y que es enredo de Lucinda creo. Mas todo sin vengarme ¿qué aprovecha? Que en el estado que mis cosas veo y para deshacer toda sospecha, tú has de ser dueño en fe de mi esperanza, de la satisfación y la venganza. Yo te diré el engaño que he pensado para salir de todo con vitoria.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Juan,"A obedecerte estoy determinado en celos, en amor, en pena, en gloria.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,"Pues vete y vuelve, y ten de mí cuidado.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Juan,¿Cómo podrá faltar de mi memoria?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,"Adiós, don Juan.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Juan,Muriendo me desvío.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Tello,"Adiós, zampoña.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Finea,"Adiós, tabaco mío.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,Notable resolución.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Conde,Si me sucediera bien; mas fue mayor su desdén que su atrevida afición.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,El oro en toda ocasión es el primer movimiento.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Conde,"Celia, en su mismo aposento, me dio bastante lugar; pero no supe igualar mi dicha a mi atrevimiento. Pero ¿quién pudiera creer que fuera de casa estaba Belisa, cuando llegaba la noche a dejar de ser? No tuvo que defender de mis locos desatinos; que nací cuando mis sinos fueron encontrados bandos, donde enloquecen Orlandos, no donde fuerzan Tarquinos. Cual suele un desafiado que a su contrario esperó, que hasta que venir le vio blasonaba confiado y, en viéndole, de turbado mudarse descolorido: pues así mi amor ha sido hasta que a Belisa vi, que en viéndola me rendí antes de haberme rendido. Salí muy necio, en efeto, y es porque entré confiado; aunque un hombre despreciado ¿cómo puede ser discreto? Hallé, escuchando en secreto, al salir, vuestro don Juan. Disculpa los dos me dan, si de este nombre se llama tener en casa la dama a media noche el galán. Enojeme con razón; mas llegando a conocer que se pudiera ofender su crédito y opinión, no puse en ejecución con entrambos mi pesar; que ni a él le dejé hablar ni a ella después mentir, porque no queda qué oír en no habiendo qué esperar.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,Yo me canso injustamente: él la adora. ¿Qué porfío?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Conde,"¡Ay, del pensamiento mío que mayor agravio siente!",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Fabia,"Si no parece que miente sombra de imagen incierta, tu don Juan está a la puerta.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,¿Qué don Juan?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Fabia,El de Cardona.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,¿Él mismo?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Fabia,Él mismo en persona.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,Esté mil veces abierta.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Juan,"Huélgome de hallar aquí, señor, a vueseñoría; no para disculpa mía si es que anoche le ofendí, sino porque de Belisa traigo a los dos un recado.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,Buen mensajero ha buscado.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Conde,¿Qué me manda?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,¿Qué me avisa?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Juan,"Díjome que en un papel que Lucinda le escribió -que por eso me llamó, para darme parte de él- la escribe que hoy se desposa, que a tanta ventura tengo, que yo propio a daros vengo las gracias, Lucinda hermosa, y que en razón del vestido, que le honréis tiene a favor sus galas, con el mejor y que nunca le ha servido. Y os envía a suplicar que, de su mano tocada, salgáis a ser envidiada y a no tener qué envidiar; y que si también queréis, tanto desea obligaros, en su casa desposaros, de ser madrina la honréis.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,"Para deciros verdad, picarla fue mi deseo; pero ya después que veo la vuestra y su voluntad, hallo que lo que ha de ser, por de burlas que se intente, viene a ser por accidente.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Conde,"Y yo acabo de entender que Belisa no tenía a don Juan amor perfeto, porque todo ha sido efeto de su misma bizarría; que su estraña condición la obligaba a darle celos a Lucinda.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Juan,De los cielos era justa obligación favorecer mi verdad.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,"Por obligaros ha sido fingir mi amor tanto olvido y desdén tanta lealtad. ¡Oh, cuánto en amor alcanza la porfía y la razón, pues convierte en posesión la más perdida esperanza! Iré en casa de Belisa pues, de hacerme tal favor con tan buen embajador, por más crédito me avisa. Y suplico al señor conde que se halle a honrarme también.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Conde,Con daros el parabién mi obligación os responde. Juntos nos podemos ir.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,"Dadme la mano, don Juan.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Tello,Novio y padrino se van. ¿Tienes algo que decir?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Fabia,"Que envidio los desposados, Tello, por quererte bien.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Tello,Dame la mano también. Dios nos haga bien casados.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Celia,No te espante que pregunte para qué es tan nueva gala y vestirse a tales horas.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,"Celia, mis locuras andan por acabar de una vez con esta necia esperanza. Nací con inclinación a todo amor tan contraria, que no pensé que en mi vida a querer la sujetara discreción y gentileza; pero no hay soberbia humana sin contradición divina. Fundé mi loca arrogancia en que no hubiese mujer que no rindiese las armas a mi libre entendimiento; y estoy tan desengañada que no solo amor castiga con tantas celosas ansias mi libertad, pero ha hecho que se burle la ignorancia de mi altiva presunción, de suerte que no me agravia tanto en quitarme a don Juan, como en que piense muy vana que rinde mi entendimiento; y si agora no me falta, de los dos agravios pienso hacer a un tiempo venganza.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Celia,No sé si aciertas.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,Yo sí.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Celia,"Ya te dije, la mañana que fuimos las dos al Soto, que el amor te castigaba tanto desdén y desprecio.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,"Coche a nuestra puerta para. Si la desposada viene, ninguna ventura iguala a sacar burla de burla y venganza de venganza.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Finea,"Una galera de tierra, con clavos de oro por jarcias, cortinas por altas velas de tela riza de nácar, y por remos que le mueven cuatro cisnes de Alemania, con la señora Lucinda, en tu portal desembarca.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,¿Viene muy hermosa?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Finea,Viene contenta.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,"Bien dices, basta: no hay mujer alegre, fea; ni triste, hermosa.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Finea,Ya amainan.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,"Vuesa merced, mi señora, honre aquesta humilde casa mil veces en hora buena.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,Vuesa merced otras tantas favorezca mi humildad.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,Tan bien vestida y tocada ya no querrá que la sirva con cuidado ni con galas.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,"No ha sido por no tener del favor desconfianza, mas por excusaros pena.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Conde,"Todo cumplimiento cansa. Resta, señora Belisa, pues aquí nos acompañan tantos criados, que sean testigos de que se casan Lucinda y don Juan.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,¿Quién? ¿Cómo?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Conde,Lucinda y don Juan.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,¡Estraña novedad! ¿Quién os lo dijo?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,¿Cómo quién? Agora acaba de decírnoslo don Juan.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,"Don Juan, o el sentido os falta, o no me entendistes bien; que yo a decir enviaba que viniese a ser madrina quien viene a ser desposada.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,¿Madrina? ¿De quién?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,De mí. Y que al conde suplicaba me honrase y favoreciese como me dio la palabra. ¿Díjeos esto?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Juan,Así es verdad; mas mi turbación fue tanta que erré el recado. Mas tengo disculpa si me la pasan por la necedad primera.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,Ha sido necia venganza; pero yo la tomaré de los dos. Solo me espanta que esto sufra el conde.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Conde,"Yo tengo, Lucinda, empeñada la palabra. Deteneos, y pues que también me agravian, consolaos conmigo y dalde por mí, pues ya los aguarda, el parabién con los brazos.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Lucinda,Más vale volver burlada que corrida. Yo los doy.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,"Yo a vos también con el alma. Quedemos las dos amigas; y el señor don Juan, que calla, me dará la mano a mí, pues que con tan buena gracia erró el recado.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Juan,Yo hice lo que mi dueño me manda.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Tello,"Y yo me agarro a Finea. Perdone, señora Fabia, que he menester esta alcorza. Con esta mano te llama mi amor. ¿Qué aguardas?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Finea,"¡Ay, Tello! ¿Esa es mano o es patata?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
Belisa,"Senado ilustre, el poeta, que ya las musas dejaba, con deseo de serviros volvió esta vez a llamarlas, para que no le olvidéis. Y aquí la comedia acaba.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Iii
