speaker,dialogue,author,title,comedia
Enrico,"Señor piadoso y eterno, que en vuestro alcázar pisáis cándidos montes de estrellas, mi petición escuchad. Yo he sido el hombre más malo que la luz llegó a alcanzar deste mundo, el que os ha hecho más que arenas tiene el mar ofensas, mas, Señor mío, mayor es vuestra piedad. Vos, por redimir el mundo, por el pecado de Adán, en una cruz os pusisteis; pues merezca yo alcanzar una gota solamente de aquella sangre real. Vos, Aurora de los cielos, vos, Virgen bella, que estáis de paraninfos cercada, y siempre amparo os llamáis de todos los pecadores, yo lo soy, por mí rogad. Decilde que se le acuerde a su sacra Majestad de cuando en aqueste mundo empezó a peregrinar. Acordalde los trabajos que pasó en él por salvar los que inocentes pagaron por ajena voluntad. Decilde que yo quisiera, cuando comencé a gozar entendimiento y razón, pasar mil muertes y más antes que haberle ofendido.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Anareto,Adentro dan priesa ya.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Enrico,"Gran Señor, misericordia, no puedo deciros más.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Anareto,¿Que esto llegue a ver un padre?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Enrico,"La enigma he entendido ya de la voz y de la sombra: la voz era angelical, y la sombra era el demonio.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Anareto,"Vamos, hijo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Enrico,"¿Quién oirá ese nombre que no haga de sus dos ojos un mar? No os apartéis, padre mío, hasta que hayan de expirar mis ojos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Anareto,No hayas miedo; Dios te dé favor.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Enrico,"Sí hará, que es mar de misericordia; aunque yo voy muerto ya...",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Anareto,Ten valor.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Enrico,"...en Dios confío. Vamos, padre, donde están los que han de quitarme el ser que vos me pudisteis dar.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Cansado de correr vengo por este monte intrincado; atrás la gente he dejado que a ajena costa mantengo. Al pie deste sauce verde quiero un poco descansar, por ver si acaso el pesar de mi memoria se pierde. Tú, fuente, que murmurando vas entre guijas corriendo, en tu fugitivo estruendo plantas y aves alegrando, dame algún contento ahora, infunde al alma alegría con esa corriente fría y con esa voz sonora. Lisonjeros pajarillos, que no entendidos cantáis, y holgazanes gorjeáis entre juncos y tomillos, dad con picos sonorosos y con acentos suaves gloria a mis pesares graves y sucesos lastimosos. En este verde tapete jironado de cristal, quiero divertir mi mal que mi triste fin promete.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pastor,"Selvas intrincadas, verdes alamedas, a quien de esperanzas adorna Amaltea, fuentes que corréis murmurando apriesa por menudas guijas, por blandas arenas, ya vuelvo otra vez a mirar la selva, a pisar los valles que tanto me cuestan. Yo soy el Pastor que en vuestras riberas guardé un tiempo alegre cándidas ovejas. Sus blancos vellones entre verdes felpas jirones de plata a los ojos eran. Era yo envidiado, por ser guarda buena, de muchos zagales que ocupan la selva, y mi Mayoral, que en ajena tierra vive, me tenía voluntad inmensa, porque le llevaba, cuando quería verlas, las ovejas blancas como nieve en pellas. Pero desde el día que una, la más buena, huyó del rebaño, lágrimas me anegan. Mis contentos todos convertí en tristezas, mis placeres vivos en memorias muertas. Cantaba en los valles canciones y letras, mas ya en triste llanto funestas endechas. Por tenerla amor, en esta floresta aquesta guirnalda comencé a tejerla. Mas no la gozó, que engañada y necia dejó quien la amaba con mayor firmeza. Y pues no la quiso, fuerza es que ya vuelva, por venganza justa, hoy a deshacerla.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Pastor, que otra vez te vi en esta sierra, si no muy alegre, no con tal tristeza, el verte me admira.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pastor,"¡Ay, perdida oveja, de qué gloria huyes, y a qué mal te allegas!",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,¿No es esa guirnalda la que en las florestas entonces tejías con gran diligencia?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pastor,"Esta misma es; mas la oveja necia no quiere volver al bien que le espera, y ansí la deshago.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Si acaso volviera, zagalejo amigo, ¿no la recibieras?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pastor,"Enojado estoy, mas la gran clemencia de mi Mayoral dice que aunque vuelvan, si antes fueron blancas, al rebaño negras, que las dé mis brazos y sin estrañeza requiebros las diga y palabras tiernas.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Pues es superior, fuerza es que obedezcas.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pastor,"Yo obedeceré; pero no quiere ella volver a mis voces, en sus vicios ciega. Ya de aquestos montes en las altas peñas la llamé con silbos y avisé con señas. Ya por los jarales, por incultas selvas, la anduve a buscar. ¡Qué dello me cuesta! Ya traigo las plantas de jaras diversas y agudos espinos rotas y sangrientas. No puedo hacer más.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"En lágrimas tiernas baña el Pastorcillo las mejillas bellas. Pues te desconoce, olvídate della y no llores más.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pastor,"Que lo haga es fuerza. Volved, bellas flores, a cubrir la tierra, pues que no fue digna de vuestra belleza. Veamos si allá con la tierra nueva la pondrán guirnalda tan rica y tan bella. Quedaos, montes míos, desiertos y selvas, a Dios, porque voy con la triste nueva a mi Mayoral, y cuando lo sepa -aunque ya lo sabe- sentirá su mengua, no la ofensa suya, aunque es tanta ofensa. Lleno voy a verle de miedo y vergüenza; lo que ha de decirme fuerza es que lo sienta. Dirame: «Zagal, ¿ansí las ovejas que yo os encomiendo guardáis?». Triste pena. Yo responderé... No hallaré respuesta, si no es que mi llanto la respuesta sea.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"La historia parece de mi vida aquesta; deste pastorcillo no sé lo que sienta; que tales palabras fuerza es que prometan obscuras enigmas. ¿Mas qué luz es ésta que a la luz del Sol sus rayos se afrentan? Música celeste en los aires suena, y a lo que diviso dos ángeles llevan un alma gloriosa a la excelsa esfera. ¡Dichosa mil veces, alma, pues hoy llegas donde tus trabajos fin alegre tengan!",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Grutas y plantas agrestes, a quien el hielo corrompe, ¿no veis cómo el cielo rompe ya sus cortinas celestes? Ya rompiendo densas nubes y esos transparentes velos, alma, a gozar de los cielos feliz y gloriosa subes. Ya vas a gozar la palma que la ventura te ofrece. Triste del que no merece lo que tú mereces, alma.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,¿Escuadrón viene?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,¿Quién la ha traído?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,Pues matallos.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,Mal quién es Paulo imaginas.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Sí, pero advierte también que basta un hombre de bien para cuatro mil villanos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Cierra, y no receles el daño, que antes que fuese ermitaño supe también qué era guerra.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Juez,Hoy pagaréis las maldades que en este monte habéis hecho.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,En ira se abrasa el pecho. Soy Enrico en las crueldades.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Villano,"1.º ¡Ea, ladrones, rendíos!",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Con las flechas me acosáis, y con ventaja reñís: más de doscientos venís para veinte que buscáis.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Juez,Por el monte va corriendo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Ya no bastan pies ni manos. Muerte me han dado villanos, de mi cobardía me ofendo. Volveré a darles la muerte, pero no puedo. Ay de mí, el cielo a quien ofendí se venga de aquesta suerte.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Como en las culpas de Enrico no me hallaron culpado, luego que públicamente los jueces le ajusticiaron, me echaron la puerta afuera y vengo al monte. ¿Qué aguardo? ¿Qué miro? La selva y monte anda todo alborotado. Allí dos villanos corren, las espadas en las manos. Allí va herido Fineo, y allí huye Celio y Fabio, y aquí, que es grande ventura, tendido está el fuerte Paulo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"¿Volvéis, villanos, volvéis? La espada tengo en la mano; no estoy muerto, vivo estoy, aunque ya de aliento falto.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Pedrisco soy, Paulo mío.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Pedrisco, llega a mis brazos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,¿Cómo estás ansí?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Ay de mí, muerte me han dado villanos, pero ya que estoy muriendo, saber de ti, amigo, aguardo qué hay del suceso de Enrico.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,En la plaza le ahorcaron de Nápoles.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,¿Pues ansí quién duda que condenado estará al infierno ya?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Mira lo que dices, Paulo, que murió cristianamente, confesado y comulgado, y abrazado con un Cristo en cuya vista enclavados los ojos pidió perdón y misericordia, dando tierno llanto a sus mejillas y a los presentes espanto. Fuera de aqueso, en muriendo, resonó en los aires claros una música divina, y para mayor milagro y evidencia más notoria dos paraninfos al lado se vieron patentemente, que llevaban entre ambos el alma de Enrico al cielo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"¿A Enrico, el hombre más malo que crió naturaleza?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"¿De aquesto te espantas, Paulo, cuando es tan piadoso Dios?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Pedrisco, eso ha sido engaño. Otra alma fue la que vieron, no la de Enrico.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Dios santo, reducilde vos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,Yo muero.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Mira que Enrico gozando está de Dios, pide a Dios perdón.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,¿Cómo ha de darlo a un hombre que le ha ofendido como yo?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,¿Qué estás dudando? ¿No perdonó a Enrico?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,Dios es piadoso...,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,Es muy claro.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"...pero no con tales hombres. Ya muero, llega tus brazos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,Procura tener su fin.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Esa palabra me ha dado Dios: si Enrico se salvó, también yo salvarme aguardo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Lleno el cuerpo de lanzadas, quedó muerto el desdichado. Las suertes fueron trocadas: Enrico, con ser tan malo, se salvó, y éste al infierno se fue por desconfiado. Cubran el cuerpo infeliz, cortando a estos sauces ramos. ¿Mas qué gente es la que viene?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Juez,"Si el capitán se ha escapado, poca diligencia ha sido.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Villano,"1.º Yo lo vi caer rodando, pasado de mil saetas, de los altivos peñascos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Juez,Un hombre está aquí.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"¡Ay, Pedrisco desdichado! Esta vez te dan carena.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Uno,Éste es criado de Paulo y cómplice en sus delitos.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Y yo. Galván, Galvanito, hermano, no me descubras aquí, por amor de Dios.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Juez,"Si acaso me dices dónde se esconde el capitán que buscamos, yo te daré libertad. Habla.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,Buscarle es en vano cuando es muerto.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Juez,¿Cómo muerto?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"De varias flechas y dardos pasado le hallé, señor, con la muerte agonizando en aqueste mismo sitio.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Juez,¿Y dónde está el cuerpo?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,Entre aquestos ramos le metí. ¿Mas qué visión es causa de tanto espanto?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Paulo,"Si a Paulo buscando vais, bien podéis ya ver a Paulo, ceñido el cuerpo de fuego y de culebras cercado. No doy la culpa a ninguno de los tormentos que paso, sólo a mí me doy la culpa, pues fui causa de mi daño. Pedí a Dios que me dijese el fin que tendría en llegando de mi vida el postrer día; ofendile, caso es llano. y como la ofensa vio de las almas el contrario, incitome con querer perseguirme con engaños. Forma de un ángel tomó y engañome; que a ser sabio, con su engaño me salvara, pero fui desconfiado de la gran piedad de Dios, que hoy a su juicio llegando, me dijo: «Baja, maldito de mi Padre, al centro airado de los obscuros abismos, adonde has de estar penando». Malditos mis padres sean mil veces, pues me engendraron, y yo también sea maldito pues que fui desconfiado.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Juez,Misterios son del Señor.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Y venturoso de Enrico, que de Dios está gozando.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Juez,"Porque toméis escarmiento, no pretendo castigaros: libertad doy a los dos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Vivas infinitos años. Hermano Galván, pues ya desta nos hemos librado, ¿qué piensas hacer desde hoy?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,Mirando estoy con los ojos que no haréis muchos milagros.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Amigo, quien fuere desconfiado, mire el ejemplo presente, no más.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Juez,A Nápoles vamos a contar este suceso.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
Pedrisco,"Y porque éste es tan arduo y difícil de creer, siendo verdadero el caso, vaya el que fuere curioso -porque sin ser escribano dé fe dello- a Belarmino, y si no, más dilatado en la Vida de los Padres podrá fácilmente hallarlo. Y con aquesto da fin al mayor desconfiado, y pena y gloria trocadas. El cielo os guarde mil años.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Iii
