speaker,dialogue,author,title,comedia
Pedrisco,"¿Pues quién le mete en cansarse cuando hay diablos tan ligeros, que le llevarán de balde?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Por agradecerles menos.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,Habla voarcé muy bien y habla muy a lo discreto en no agradecer al diablo cosa que haga en su provecho. ¿Cómo se llama voarcé?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Llámome el diablo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,"¿Y por eso se quiso arrojar al mar, para remojar el fuego de donde es?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Si de cansado de reñir con agua y viento no arrojara al mar la espada, yo os respondiera bien presto a vuestras necias preguntas con los filos de su acero.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,"Oye, hidalgo, no se atufe ni nos eche tantos retos, que juro a Dios, si me enojo, que le barrene ese cuerpo más de setecientas veces, sin las que en su nacimiento barrenó naturaleza. Y ha de advertir que está preso, y que, si es valiente, yo soy valiente como un Hétor, y que si él ha hecho muertes, sepa que también yo he muerto muchas hambres y candiles y muchas pulgas a tiento; y si es ladrón, soy ladrón, y soy el demonio mesmo, y por vida...",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Bandolero,1.º Bueno está.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,¿Esto sufro y no me vengo?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,Ahora ha de quedar atado a un árbol.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"No me defiendo, haced de mí vuestro gusto.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,Y él también.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,"Si son como vuestra cara, vos tenéis bellacos hechos. Ea, llegaldos a atar, que el capitán gusta dello. Llegad al árbol.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,¿Que ansí me quiera tratar el cielo?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,Llegad vos.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,Vendarlos los ojos quiero con las ligas a los dos.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,"Ahorrará con aquesto de trabajo a la justicia, y al verdugo de contento.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Bandolero,1.º Ya están vendados y atados.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,Las flechas y arcos tomemos y dos docenas no más clavemos en cada cuerpo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Bandolero,1.º Vamos.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,"Aquesto es fingido, nadie los ofenda.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Bandolero,1.º Creo que el capitán los conoce.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,"Vamos, y ansí los dejemos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Pues no por aqueso pienso mostrar flaqueza ninguna.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Vénguese en mí el justo cielo, que quisiera arrepentirme, y cuando quiero no puedo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Con esta traza he querido probar si este hombre se acuerda de Dios, a quien ha ofendido.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,¡Que un hombre la vida pierda de nadie visto ni oído!,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,El corazón se me abrasa. ¡Que mi fuerza esté sujeta a fortuna en todo escasa!,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Alabado sea el Señor.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Sea por siempre alabado.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Sabed con vuestro valor llevar este golpe airado de fortuna.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"¡Gran rigor! ¿Quién sois vos, que ansí me habláis?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Un monje que este desierto donde la muerte esperáis habita.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Bueno por cierto; ¿y ahora qué nos mandáis?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"A los que al roble os ataron y a mataros se apartaron, supliqué con humildad que ya que con tal crueldad de daros muerte trataron, que me dejasen llegar a hablaros.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,¿Para qué?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Por si os queréis confesar, pues seguís de Dios la fe.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Pues bien se puede tornar, padre, o lo que es.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,¿Qué decís? ¿No sois cristiano?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Sí soy.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"No lo sois, pues no admitís el último bien que os doy. ¿Por qué no lo recibís?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Porque no quiero.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"(Aparte.) ¡Ay de mí, esto mismo presumí! ¿No veis que os han de matar ahora?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"¿Quiere callar, hermano, y dejarme aquí? Si esos señores ladrones me dieren muerte, aquí estoy.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,¡En qué grandes confusiones tengo el alma!,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Yo no doy a nadie satisfaciones.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,A Dios sí.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Si Dios ya sabe que soy tan gran pecador, ¿para qué?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Delito grave: para que su sacro amor de darle perdón acabe.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Padre, lo que nunca he hecho tampoco he de hacer ahora.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Duro peñasco es su pecho.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Galván, ¿qué hará la señora Celia?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,No se acuerde desas cosas.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Padre mío, ya me enfada.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,¿Estas palabras piadosas le ofenden?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Cosa es cansada, pues si no estuviera atado ya yo le hubiera arrojado de una coz dentro del mar.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Mire que le han de matar.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Ya estoy de aguardar cansado.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Quite esta liga de aquí, padre.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Sí haré, por cierto.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Gracias a Dios que ya vi.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"En buen hora, y vuelvan la vista ahora a los que a matarlos vienen.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Pues, ¿para qué se detienen?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,"Pues que ya su fin no ignora, digo, ¿por qué no confiesa?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,No me quiero confesar.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,"Celio, el pecho le atraviesa.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Dejad que le vuelva a hablar. Desesperación es ésa.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,"Ea, llegalde a matar.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Deteneos. Triste pena, porque si éste se condena, me queda más que dudar.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"¿Cobardes sois, no llegáis y puerta a mi pecho abrís?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,Desta vez no os detengáis.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Aguardad, que si le herís más confuso me dejáis. Mira que eres pecador, hijo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Y del mundo el mayor; ya lo sé.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Tu bien espero, confiésate a Dios.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"No quiero, cansado predicador.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Pues salga del pecho mío, si no dilatado río, de lágrimas tanta copia que se anegue el alma propia, pues ya de Dios desconfío. Dejad descubrir, sayal, mi cuerpo, pues está mal, según siente el corazón, una rica guarnición sobre tan falso cristal. En mis torpezas resbalo y a la culebra me igualo; mas mi parecer condeno, porque yo desecho el bueno, mas ella desecha el malo. Mi adverso fin no resisto, pues mi desventura he visto, y da claro testimonio el vestirme de demonio y el desnudarme de Cristo. Colgad ese saco ahí para que diga, ay de mí: «En tal puesto me colgó Paulo, que no mereció la gloria que encierro en mí». Dadme la daga y la espada; esa cruz podéis tomar; ya no hay esperanza en nada, pues no me sé aprovechar de aquella sangre sagrada. Desataldos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Ya lo estoy, y lo que no he visto creo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"¡Qué desdichado que soy! ¡Ah, Enrico, nunca nacieras! Nunca tu madre te echara donde gozando la luz fuiste de mis males causa; o pluguiera a Dios que ya que infundido el cuerpo y alma saliste a luz, en sus brazos te diera la muerte un ama. Un león te deshiciera, una osa despedazara tus tiernos miembros entonces, o cayeras en tu casa del más altivo balcón, primero que a mi esperanza hubiera cortado el hilo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Esta novedad me espanta.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Yo soy Paulo, un ermitaño que dejé mi amada patria de poco más de quince años, y en esta obscura montaña otros diez serví al señor.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,¡Qué ventura!,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"¡Qué desgracia! Un ángel rompiendo nubes y cortinas de oro y plata, preguntándole yo a Dios qué fin tendría -repara-, me dijo: «Ve a la ciudad y verás a Enrico -ay, alma-, hijo del noble Anareto, que en Nápoles tiene fama. Advierte bien en sus hechos, y contempla en sus palabras, que si Enrico al cielo fuere, el cielo también te aguarda; y si al infierno, al infierno». Yo entonces imaginaba que era algún santo este Enrico, pero los deseos se engañan. Fui allá, vite luego al punto, y de tu boca y por fama supe que eras el peor hombre que en todo el mundo se halla. Y ansí, por tener tu fin, quiteme el saco, y las armas tomé, y el cargo me dieron desta forajida escuadra. Quise probar tu intención por saber si te acordabas de Dios en tan fiero trance; pero saliome muy vana. Volví a desnudarme aquí, como viste, dando al alma nuevas tan tristes, pues ya la tiene Dios condenada.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Las palabras que Dios dice por un ángel son palabras, Paulo amigo, en que se encierran cosas que el hombre no alcanza. No dejara yo la vida que seguías, pues fue causa de que quizá te condenes el atreverte a dejarla. Desesperación ha sido lo que has hecho, y aun venganza de la palabra de Dios, y una oposición tirana a su inefable poder; y en ver que no desenvaina la espada de su justicia contra el rigor de tu causa, veo que tu salvación desea. ¿Mas qué no alcanza aquella piedad divina, blasón de que más se alaba? Yo soy el hombre más malo que naturaleza humana en el mundo ha producido; el que nunca habló palabra sin juramento; el que a tantos hombres dio muertes tiranas; el que nunca confesó sus culpas, aunque son tantas; el que jamás se acordó de Dios y su Madre santa; ni aun ahora lo hiciera, con ver puestas las espadas a mi valeroso pecho; mas siempre tengo esperanza en que tengo de salvarme, puesto que no va fundada mi esperanza en obras mías sino saber que se humana Dios con el más pecador y con su piedad se salva. Pero ya, Paulo, que has hecho ese desatino, traza de que alegres y contentos los dos en esta montaña pasemos alegre vida mientras la vida se acaba. Un fin ha de ser el nuestro; si fuere nuestra desgracia el carecer de la gloria que Dios al bueno señala, mal de muchos gozo es; pero tengo confianza en su piedad, que siempre vence a su justicia sacra.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Consolado me has un poco.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Vamos donde descanséis.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"¡Ay, padre de mis entrañas! Una joya, Paulo amigo, en la ciudad olvidada se me queda; y aunque temo el rigor que me amenaza, si allá muero, he de ir por ella, pereciendo en la demanda. Un soldado de los tuyos irá conmigo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Pues vaya Pedrisco, que es animoso.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,"Por Dios, que ya me espantaba que no encontraba conmigo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Dalde la mejor espada a Enrico, y en esas yeguas que al ligero viento igualan os pondréis allá en dos horas.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Pedrisco,Yo voy donde paguen mis espaldas los delitos que tú has hecho.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Adiós, amigo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Ya basta el nombre para abrazarte.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Aunque malo, confianza tengo en Dios.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,Yo no la tengo cuando son mis culpas tantas; muy desconfiado soy.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,Aquesa desconfianza te tiene de condenar.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Paulo,"Ya lo estoy, no importa nada. ¡Ah, Enrico, nunca nacieras!",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
Enrico,"Es verdad; mas la esperanza que tengo en Dios, ha de hacer que haya piedad de mi causa.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada Ii
